episode,reward,tasks_completed,efficiency,energy_used,completion_rate
116,25.20162296295166,0,0,0,0
117,25.512567043304443,0,0,0,0
118,25.479403495788574,0,0,0,0
119,24.74984449148178,0,0,0,0
120,24.398054480552673,0,0,0,0
121,25.698222398757935,0,0,0,0
122,25.598981142044067,0,0,0,0
123,25.519541144371033,0,0,0,0
124,24.815695762634277,0,0,0,0
125,24.63392972946167,0,0,0,0
126,25.104320287704468,0,0,0,0
127,25.448756456375122,0,0,0,0
128,25.081382274627686,0,0,0,0
129,25.077970266342163,0,0,0,0
130,24.569287300109863,0,0,0,0
131,24.9307758808136,0,0,0,0
132,25.5911386013031,0,0,0,0
133,25.694904804229736,0,0,0,0
134,25.379080772399902,0,0,0,0
135,26.02580976486206,0,0,0,0
136,25.452120780944824,0,0,0,0
137,24.847175359725952,0,0,0,0
138,25.666549921035767,0,0,0,0
139,25.44863796234131,0,0,0,0
140,25.480138778686523,0,0,0,0
141,25.986597061157227,0,0,0,0
142,25.07135558128357,0,0,0,0
143,25.083336114883423,0,0,0,0
144,25.02448296546936,0,0,0,0
145,25.303013563156128,0,0,0,0
146,25.27255368232727,0,0,0,0
147,25.271706581115723,0,0,0,0
148,25.025872707366943,0,0,0,0
149,24.681795358657837,0,0,0,0
150,25.626889944076538,0,0,0,0
151,25.063265800476074,0,0,0,0
152,25.37965965270996,0,0,0,0
153,25.458624124526978,0,0,0,0
154,25.42882537841797,0,0,0,0
155,25.91476559638977,0,0,0,0
156,25.591859340667725,0,0,0,0
157,25.502543687820435,0,0,0,0
158,25.56737184524536,0,0,0,0
159,25.178077459335327,0,0,0,0
160,25.004128456115723,0,0,0,0
161,24.49464225769043,0,0,0,0
162,24.602731704711914,0,0,0,0
163,24.990394830703735,0,0,0,0
164,25.055648803710938,0,0,0,0
165,24.994723558425903,0,0,0,0
166,24.987323939800262,0,0,0,0
167,24.220838367938995,0,0,0,0
168,25.60254669189453,0,0,0,0
169,25.05377960205078,0,0,0,0
170,25.025741577148438,0,0,0,0
171,24.935487270355225,0,0,0,0
172,25.73334836959839,0,0,0,0
173,24.19267702102661,0,0,0,0
174,25.4306640625,0,0,0,0
175,25.504295825958252,0,0,0,0
176,24.772416472434998,0,0,0,0
177,26.10313320159912,0,0,0,0
178,24.97862958908081,0,0,0,0
179,25.207050442695618,0,0,0,0
180,25.2792329788208,0,0,0,0
181,25.465397119522095,0,0,0,0
182,25.880178928375244,0,0,0,0
183,25.623474597930908,0,0,0,0
184,25.766814708709717,0,0,0,0
185,25.890557050704956,0,0,0,0
186,24.95471167564392,0,0,0,0
187,25.076959133148193,0,0,0,0
188,24.838774662464857,0,0,0,0
189,24.77377200126648,0,0,0,0
190,25.32705044746399,0,0,0,0
191,25.483718872070312,0,0,0,0
192,25.295278310775757,0,0,0,0
193,25.804399967193604,0,0,0,0
194,25.009018421173096,0,0,0,0
195,25.828710317611694,0,0,0,0
196,24.598104119300842,0,0,0,0
197,25.539978504180908,0,0,0,0
198,24.660035610198975,0,0,0,0
199,24.516260623931885,0,0,0,0
200,25.088794946670532,0,0,0,0
201,25.43386697769165,0,0,0,0
202,24.683504581451416,0,0,0,0
203,25.00127601623535,0,0,0,0
204,24.852502822875977,0,0,0,0
205,25.481849431991577,0,0,0,0
206,25.22640347480774,0,0,0,0
207,25.229891300201416,0,0,0,0
208,24.99094319343567,0,0,0,0
209,25.029693603515625,0,0,0,0
210,25.283586025238037,0,0,0,0
211,25.269254207611084,0,0,0,0
212,25.03256320953369,0,0,0,0
213,25.827288150787354,0,0,0,0
214,25.381603717803955,0,0,0,0
215,25.58561944961548,0,0,0,0
216,24.702632188796997,0,0,0,0
217,24.94514513015747,0,0,0,0
218,24.414329290390015,0,0,0,0
219,24.91896579787135,0,0,0,0
220,25.154125928878784,0,0,0,0
221,25.439356803894043,0,0,0,0
222,25.590837478637695,0,0,0,0
223,25.67455780506134,0,0,0,0
224,25.197683095932007,0,0,0,0
225,25.488239526748657,0,0,0,0
226,25.57787561416626,0,0,0,0
227,25.381792068481445,0,0,0,0
228,25.09455680847168,0,0,0,0
229,24.924304962158203,0,0,0,0
230,25.273207664489746,0,0,0,0
231,25.405831813812256,0,0,0,0
232,25.592795610427856,0,0,0,0
233,25.854280471801758,0,0,0,0
234,25.34704613685608,0,0,0,0
235,25.478196501731873,0,0,0,0
236,25.364426851272583,0,0,0,0
237,25.457553386688232,0,0,0,0
238,24.875492334365845,0,0,0,0
239,24.71867799758911,0,0,0,0
240,25.169548988342285,0,0,0,0
241,25.19206166267395,0,0,0,0
242,24.731670141220093,0,0,0,0
243,25.227269887924194,0,0,0,0
244,24.90919492766261,0,0,0,0
245,25.46137046813965,0,0,0,0
246,25.62918758392334,0,0,0,0
247,24.863877296447754,0,0,0,0
248,25.464438438415527,0,0,0,0
249,25.648735284805298,0,0,0,0
250,25.83907437324524,0,0,0,0
251,25.643017292022705,0,0,0,0
252,25.545542240142822,0,0,0,0
253,25.393444061279297,0,0,0,0
254,25.48834228515625,0,0,0,0
255,26.121891975402832,0,0,0,0
256,25.16969060897827,0,0,0,0
257,25.597190380096436,0,0,0,0
258,25.707194328308105,0,0,0,0
259,25.495067358016968,0,0,0,0
260,24.212183713912964,0,0,0,0
261,25.13649082183838,0,0,0,0
262,25.284401178359985,0,0,0,0
263,25.11129480600357,0,0,0,0
264,25.41028916835785,0,0,0,0
265,25.040579557418823,0,0,0,0
266,25.12217628955841,0,0,0,0
267,25.118739366531372,0,0,0,0
268,25.294024229049683,0,0,0,0
269,25.497201204299927,0,0,0,0
270,24.672623872756958,0,0,0,0
271,24.765613079071045,0,0,0,0
272,25.07157039642334,0,0,0,0
273,25.752649784088135,0,0,0,0
274,24.834728002548218,0,0,0,0
275,24.941821336746216,0,0,0,0
276,25.63383960723877,0,0,0,0
277,25.555665969848633,0,0,0,0
278,25.650091409683228,0,0,0,0
279,25.67843198776245,0,0,0,0
280,25.58768391609192,0,0,0,0
281,25.932157039642334,0,0,0,0
282,24.313572883605957,0,0,0,0
283,25.23048496246338,0,0,0,0
284,25.106908082962036,0,0,0,0
285,25.63042402267456,0,0,0,0
286,25.531662464141846,0,0,0,0
287,25.339858531951904,0,0,0,0
288,24.737488746643066,0,0,0,0
289,25.628336906433105,0,0,0,0
290,24.509966254234314,0,0,0,0
291,25.212480425834656,0,0,0,0
292,25.462303400039673,0,0,0,0
293,25.527945518493652,0,0,0,0
294,25.840621948242188,0,0,0,0
295,25.267491936683655,0,0,0,0
296,25.395612716674805,0,0,0,0
297,24.631624460220337,0,0,0,0
298,24.232898354530334,0,0,0,0
299,25.357520580291748,0,0,0,0
300,25.076528310775757,0,0,0,0
301,25.310856342315674,0,0,0,0
302,25.434903144836426,0,0,0,0
303,25.595752239227295,0,0,0,0
304,24.788624048233032,0,0,0,0
305,24.69901752471924,0,0,0,0
306,25.323274612426758,0,0,0,0
307,25.431328773498535,0,0,0,0
308,25.545859813690186,0,0,0,0
309,25.35390591621399,0,0,0,0
310,25.288923740386963,0,0,0,0
311,24.247603178024292,0,0,0,0
312,24.679533183574677,0,0,0,0
313,25.5994930267334,0,0,0,0
314,25.330699920654297,0,0,0,0
315,24.854524850845337,0,0,0,0
316,24.789933443069458,0,0,0,0
317,24.80709409713745,0,0,0,0
318,25.520852088928223,0,0,0,0
319,25.36800265312195,0,0,0,0
320,25.14185094833374,0,0,0,0
321,25.114790201187134,0,0,0,0
322,25.692935705184937,0,0,0,0
323,24.760631561279297,0,0,0,0
324,25.537662982940674,0,0,0,0
325,26.17319917678833,0,0,0,0
326,25.646718502044678,0,0,0,0
327,24.927594661712646,0,0,0,0
328,25.5633327960968,0,0,0,0
329,25.375818252563477,0,0,0,0
330,25.370208263397217,0,0,0,0
331,25.014080047607422,0,0,0,0
332,25.292189359664917,0,0,0,0
333,25.081263303756714,0,0,0,0
334,25.4477436542511,0,0,0,0
335,25.42432975769043,0,0,0,0
336,24.843430399894714,0,0,0,0
337,25.36027431488037,0,0,0,0
338,25.635359168052673,0,0,0,0
339,25.534712314605713,0,0,0,0
340,24.997830867767334,0,0,0,0
341,25.14621376991272,0,0,0,0
342,25.35836172103882,0,0,0,0
343,25.37294578552246,0,0,0,0
344,25.670624494552612,0,0,0,0
345,25.414323091506958,0,0,0,0
346,25.368475198745728,0,0,0,0
347,25.225174963474274,0,0,0,0
348,25.199424505233765,0,0,0,0
349,25.44783639907837,0,0,0,0
350,25.223384618759155,0,0,0,0
351,25.68335247039795,0,0,0,0
352,25.876718997955322,0,0,0,0
353,25.380489349365234,0,0,0,0
354,24.842726230621338,0,0,0,0
355,25.858274459838867,0,0,0,0
356,25.753456592559814,0,0,0,0
357,24.36395436525345,0,0,0,0
358,25.487382411956787,0,0,0,0
359,25.087395429611206,0,0,0,0
360,25.660503387451172,0,0,0,0
361,25.434369564056396,0,0,0,0
362,25.13733196258545,0,0,0,0
363,23.901284635066986,0,0,0,0
364,24.34639000892639,0,0,0,0
365,25.62457799911499,0,0,0,0
366,23.79042935371399,0,0,0,0
367,25.90758752822876,0,0,0,0
368,25.865970611572266,0,0,0,0
369,25.100209951400757,0,0,0,0
370,25.229707300662994,0,0,0,0
371,25.509069681167603,0,0,0,0
372,26.08131694793701,0,0,0,0
373,25.704970121383667,0,0,0,0
374,24.93739628791809,0,0,0,0
375,25.011997878551483,0,0,0,0
376,25.536991119384766,0,0,0,0
377,25.83347749710083,0,0,0,0
378,25.05035901069641,0,0,0,0
379,25.32758140563965,0,0,0,0
380,25.606297492980957,0,0,0,0
381,24.647116661071777,0,0,0,0
382,25.1880886554718,0,0,0,0
383,25.80154061317444,0,0,0,0
384,25.516557455062866,0,0,0,0
385,24.95442247390747,0,0,0,0
386,25.001445293426514,0,0,0,0
387,25.37979745864868,0,0,0,0
388,24.901668787002563,0,0,0,0
389,25.808799743652344,0,0,0,0
390,25.835289478302002,0,0,0,0
391,25.36710262298584,0,0,0,0
392,25.462562799453735,0,0,0,0
393,25.250873565673828,0,0,0,0
394,25.11623477935791,0,0,0,0
395,25.084735870361328,0,0,0,0
396,24.702044010162354,0,0,0,0
397,25.283615827560425,0,0,0,0
398,25.717864990234375,0,0,0,0
399,24.482221126556396,0,0,0,0
400,25.611631155014038,0,0,0,0
401,25.872947692871094,0,0,0,0
402,25.413387775421143,0,0,0,0
403,25.05383324623108,0,0,0,0
404,25.75399649143219,0,0,0,0
405,24.96815061569214,0,0,0,0
406,25.669198513031006,0,0,0,0
407,24.968939781188965,0,0,0,0
408,24.319456338882446,0,0,0,0
409,25.50124740600586,0,0,0,0
410,24.657620906829834,0,0,0,0
411,25.563045740127563,0,0,0,0
412,25.42068576812744,0,0,0,0
413,25.726580142974854,0,0,0,0
414,24.67212438583374,0,0,0,0
415,25.3322012424469,0,0,0,0
416,25.581907033920288,0,0,0,0
417,24.870586216449738,0,0,0,0
418,25.25210952758789,0,0,0,0
419,25.93680691719055,0,0,0,0
420,25.01999020576477,0,0,0,0
421,24.875918865203857,0,0,0,0
422,25.078011512756348,0,0,0,0
423,25.101080179214478,0,0,0,0
424,25.214280128479004,0,0,0,0
425,25.32061791419983,0,0,0,0
426,24.170387029647827,0,0,0,0
427,25.479734659194946,0,0,0,0
428,25.57850742340088,0,0,0,0
429,25.53913187980652,0,0,0,0
430,25.555974006652832,0,0,0,0
431,25.895263195037842,0,0,0,0
432,25.31100082397461,0,0,0,0
433,25.747395038604736,0,0,0,0
434,25.451969861984253,0,0,0,0
435,24.59280753135681,0,0,0,0
436,25.7841796875,0,0,0,0
437,25.60474467277527,0,0,0,0
438,25.369223594665527,0,0,0,0
439,24.938225746154785,0,0,0,0
440,25.57386350631714,0,0,0,0
441,25.389636754989624,0,0,0,0
442,25.487948894500732,0,0,0,0
443,24.727076053619385,0,0,0,0
444,24.52860403060913,0,0,0,0
445,25.686203956604004,0,0,0,0
446,25.277203798294067,0,0,0,0
447,25.950249671936035,0,0,0,0
448,25.64983034133911,0,0,0,0
449,25.045586347579956,0,0,0,0
450,25.13330101966858,0,0,0,0
451,25.373080730438232,0,0,0,0
452,25.172119855880737,0,0,0,0
453,25.520870685577393,0,0,0,0
454,25.393996715545654,0,0,0,0
455,25.29647970199585,0,0,0,0
456,25.460923433303833,0,0,0,0
457,24.87799882888794,0,0,0,0
458,25.183835744857788,0,0,0,0
459,24.67091941833496,0,0,0,0
460,25.612098693847656,0,0,0,0
461,25.45189666748047,0,0,0,0
462,25.496416091918945,0,0,0,0
463,25.412638664245605,0,0,0,0
464,25.259628772735596,0,0,0,0
465,25.079442720860243,0,0,0,0
466,25.857908725738525,0,0,0,0
467,24.676538467407227,0,0,0,0
468,24.77508372068405,0,0,0,0
469,25.58443260192871,0,0,0,0
470,25.450130701065063,0,0,0,0
471,24.891659259796143,0,0,0,0
472,24.899159908294678,0,0,0,0
473,25.059444665908813,0,0,0,0
474,25.284396648406982,0,0,0,0
475,25.802556037902832,0,0,0,0
476,25.237207651138306,0,0,0,0
477,25.932711124420166,0,0,0,0
478,25.491199254989624,0,0,0,0
479,25.783413410186768,0,0,0,0
480,25.730007886886597,0,0,0,0
481,25.464542865753174,0,0,0,0
482,25.6255362033844,0,0,0,0
483,25.06548571586609,0,0,0,0
484,25.348362922668457,0,0,0,0
485,25.41416883468628,0,0,0,0
486,26.018861532211304,0,0,0,0
487,25.704657077789307,0,0,0,0
488,24.568873643875122,0,0,0,0
489,25.43356466293335,0,0,0,0
490,25.78010845184326,0,0,0,0
491,24.92497682571411,0,0,0,0
492,24.20493495464325,0,0,0,0
493,25.10655951499939,0,0,0,0
494,25.446041345596313,0,0,0,0
495,25.245072823017836,0,0,0,0
496,25.717909812927246,0,0,0,0
497,25.879387855529785,0,0,0,0
498,24.54502248764038,0,0,0,0
499,25.361968159675598,0,0,0,0
500,25.538007736206055,0,0,0,0
501,25.41305685043335,0,0,0,0
502,25.382848978042603,0,0,0,0
503,25.41092276573181,0,0,0,0
504,25.46661376953125,0,0,0,0
505,25.47240972518921,0,0,0,0
506,25.253358364105225,0,0,0,0
507,25.41075849533081,0,0,0,0
508,25.18137812614441,0,0,0,0
509,24.640587091445923,0,0,0,0
510,25.348739862442017,0,0,0,0
511,25.167329788208008,0,0,0,0
512,25.542856454849243,0,0,0,0
513,25.467117309570312,0,0,0,0
514,24.88216197490692,0,0,0,0
515,24.540090322494507,0,0,0,0
516,25.15335774421692,0,0,0,0
517,24.711933851242065,0,0,0,0
518,25.80767798423767,0,0,0,0
519,25.46133542060852,0,0,0,0
520,24.123698472976685,0,0,0,0
521,24.886720180511475,0,0,0,0
522,24.86026430130005,0,0,0,0
523,24.716171860694885,0,0,0,0
524,25.523970127105713,0,0,0,0
525,25.44132423400879,0,0,0,0
526,25.467456817626953,0,0,0,0
527,25.148322105407715,0,0,0,0
528,25.37099552154541,0,0,0,0
529,25.710840463638306,0,0,0,0
530,24.138994216918945,0,0,0,0
531,25.824361324310303,0,0,0,0
532,25.068342685699463,0,0,0,0
533,24.94032311439514,0,0,0,0
534,26.080426454544067,0,0,0,0
535,24.64647078514099,0,0,0,0
536,25.458765506744385,0,0,0,0
537,25.684881687164307,0,0,0,0
538,25.484275341033936,0,0,0,0
539,25.0821270942688,0,0,0,0
540,25.184791088104248,0,0,0,0
541,24.99481439590454,0,0,0,0
542,26.21434450149536,0,0,0,0
543,26.074134588241577,0,0,0,0
544,24.614888191223145,0,0,0,0
545,24.66056251525879,0,0,0,0
546,25.436074018478394,0,0,0,0
547,25.165775299072266,0,0,0,0
548,25.866920471191406,0,0,0,0
549,25.586634635925293,0,0,0,0
550,25.223515272140503,0,0,0,0
551,25.66027045249939,0,0,0,0
552,25.058822631835938,0,0,0,0
553,25.716090202331543,0,0,0,0
554,25.531042337417603,0,0,0,0
555,25.593369960784912,0,0,0,0
556,25.38332486152649,0,0,0,0
557,25.075504064559937,0,0,0,0
558,25.48089337348938,0,0,0,0
559,25.636427879333496,0,0,0,0
560,25.638351440429688,0,0,0,0
561,25.361753940582275,0,0,0,0
562,25.195614099502563,0,0,0,0
563,26.070120811462402,0,0,0,0
564,25.391536235809326,0,0,0,0
565,25.11988854408264,0,0,0,0
566,25.6860408782959,0,0,0,0
567,24.87254047393799,0,0,0,0
568,25.36948823928833,0,0,0,0
569,24.88922119140625,0,0,0,0
570,25.056651830673218,0,0,0,0
571,25.670413732528687,0,0,0,0
572,24.83507990837097,0,0,0,0
573,25.829395275563,0,0,0,0
574,24.982112288475037,0,0,0,0
575,25.07534432411194,0,0,0,0
576,24.962875604629517,0,0,0,0
577,25.770535230636597,0,0,0,0
578,25.415483951568604,0,0,0,0
579,25.31449794769287,0,0,0,0
580,25.268742263317108,0,0,0,0
581,24.99617624282837,0,0,0,0
582,25.658833503723145,0,0,0,0
583,25.490368366241455,0,0,0,0
584,25.700591802597046,0,0,0,0
585,25.182351768016815,0,0,0,0
586,26.195209503173828,0,0,0,0
587,25.523354291915894,0,0,0,0
588,24.999589920043945,0,0,0,0
589,24.630030155181885,0,0,0,0
590,24.778340339660645,0,0,0,0
591,25.25059223175049,0,0,0,0
592,25.383641719818115,0,0,0,0
593,25.22316336631775,0,0,0,0
594,25.559628009796143,0,0,0,0
595,25.394671201705933,0,0,0,0
596,25.30180513858795,0,0,0,0
597,25.29055094718933,0,0,0,0
598,25.460877656936646,0,0,0,0
599,25.71158218383789,0,0,0,0
600,25.700489044189453,0,0,0,0
601,24.94008195400238,0,0,0,0
602,25.017605543136597,0,0,0,0
603,25.622586250305176,0,0,0,0
604,25.548956871032715,0,0,0,0
605,25.02526593208313,0,0,0,0
606,24.570755004882812,0,0,0,0
607,25.342512369155884,0,0,0,0
608,25.675540905445814,0,0,0,0
609,25.00985550880432,0,0,0,0
610,25.759498357772827,0,0,0,0
611,25.513064861297607,0,0,0,0
612,25.642255783081055,0,0,0,0
613,25.830942630767822,0,0,0,0
614,24.58494969457388,0,0,0,0
615,25.349658966064453,0,0,0,0
616,25.371675968170166,0,0,0,0
617,25.39376735687256,0,0,0,0
618,25.239959955215454,0,0,0,0
619,24.897576332092285,0,0,0,0
620,24.497039318084717,0,0,0,0
621,25.591922760009766,0,0,0,0
622,25.05588412284851,0,0,0,0
623,24.416556358337402,0,0,0,0
624,25.5241219997406,0,0,0,0
625,24.84522843360901,0,0,0,0
626,25.55586051940918,0,0,0,0
627,25.118136167526245,0,0,0,0
628,25.419329166412354,0,0,0,0
629,25.46946954727173,0,0,0,0
630,25.40195870399475,0,0,0,0
631,25.04062783718109,0,0,0,0
632,24.939332485198975,0,0,0,0
633,25.325019359588623,0,0,0,0
634,24.76352071762085,0,0,0,0
635,25.849190950393677,0,0,0,0
636,25.482900142669678,0,0,0,0
637,25.714426040649414,0,0,0,0
638,25.74504566192627,0,0,0,0
639,25.385321617126465,0,0,0,0
640,25.337403774261475,0,0,0,0
641,25.33566427230835,0,0,0,0
642,25.034154415130615,0,0,0,0
643,25.16390323638916,0,0,0,0
644,25.28837263584137,0,0,0,0
645,24.572573244571686,0,0,0,0
646,25.690443992614746,0,0,0,0
647,25.242891788482666,0,0,0,0
648,25.375465631484985,0,0,0,0
649,25.265650272369385,0,0,0,0
650,25.072617053985596,0,0,0,0
651,25.157485723495483,0,0,0,0
652,25.723519563674927,0,0,0,0
653,24.42829656600952,0,0,0,0
654,25.06661295890808,0,0,0,0
655,24.611422777175903,0,0,0,0
656,25.233641743659973,0,0,0,0
657,24.91587471961975,0,0,0,0
658,25.128071308135986,0,0,0,0
659,25.77484369277954,0,0,0,0
660,25.640296936035156,0,0,0,0
661,24.943724632263184,0,0,0,0
662,25.591220378875732,0,0,0,0
663,25.377086400985718,0,0,0,0
664,24.762819290161133,0,0,0,0
665,25.87886333465576,0,0,0,0
666,25.284494876861572,0,0,0,0
667,25.42637825012207,0,0,0,0
668,25.27410316467285,0,0,0,0
669,25.343156576156616,0,0,0,0
670,25.433295726776123,0,0,0,0
671,25.62007474899292,0,0,0,0
672,25.858352661132812,0,0,0,0
673,25.7830708026886,0,0,0,0
674,24.992980480194092,0,0,0,0
675,24.852047979831696,0,0,0,0
676,25.407435178756714,0,0,0,0
677,25.435404658317566,0,0,0,0
678,25.25934672355652,0,0,0,0
679,26.05535078048706,0,0,0,0
680,25.727200031280518,0,0,0,0
681,25.489488124847412,0,0,0,0
682,25.30641484260559,0,0,0,0
683,24.912784814834595,0,0,0,0
684,25.13688039779663,0,0,0,0
685,25.38314437866211,0,0,0,0
686,25.183873653411865,0,0,0,0
687,25.34705877304077,0,0,0,0
688,24.79796814918518,0,0,0,0
689,25.635149478912354,0,0,0,0
690,25.643624782562256,0,0,0,0
691,25.402543544769287,0,0,0,0
692,25.211857795715332,0,0,0,0
693,25.520200967788696,0,0,0,0
694,25.17797613143921,0,0,0,0
695,25.47662901878357,0,0,0,0
696,25.253123998641968,0,0,0,0
697,25.607338190078735,0,0,0,0
698,25.174099445343018,0,0,0,0
699,25.464155673980713,0,0,0,0
700,24.94342613220215,0,0,0,0
701,25.47942066192627,0,0,0,0
702,24.851552724838257,0,0,0,0
703,24.74487829208374,0,0,0,0
704,24.676068544387817,0,0,0,0
705,25.390158653259277,0,0,0,0
706,25.87385654449463,0,0,0,0
707,24.98161482810974,0,0,0,0
708,24.263333559036255,0,0,0,0
709,25.295798301696777,0,0,0,0
710,25.780718088150024,0,0,0,0
711,25.754172801971436,0,0,0,0
712,25.632390022277832,0,0,0,0
713,25.332745790481567,0,0,0,0
714,24.85874652862549,0,0,0,0
715,25.04060971736908,0,0,0,0
716,24.828810453414917,0,0,0,0
717,25.315000534057617,0,0,0,0
718,25.56827688217163,0,0,0,0
719,24.487547636032104,0,0,0,0
720,25.883460998535156,0,0,0,0
721,25.56863307952881,0,0,0,0
722,25.11338782310486,0,0,0,0
723,26.055227279663086,0,0,0,0
724,24.07250452041626,0,0,0,0
725,25.650588035583496,0,0,0,0
726,25.433629989624023,0,0,0,0
727,24.974765062332153,0,0,0,0
728,24.473021030426025,0,0,0,0
729,25.93119764328003,0,0,0,0
730,25.788068294525146,0,0,0,0
731,24.79757857322693,0,0,0,0
732,25.493805170059204,0,0,0,0
733,25.6439151763916,0,0,0,0
734,25.326618671417236,0,0,0,0
735,25.216644525527954,0,0,0,0
736,24.630019903182983,0,0,0,0
737,25.12053608894348,0,0,0,0
738,25.279420733451843,0,0,0,0
739,25.473008394241333,0,0,0,0
740,24.773663759231567,0,0,0,0
741,25.291590213775635,0,0,0,0
742,25.33252501487732,0,0,0,0
743,25.186596155166626,0,0,0,0
744,24.679346323013306,0,0,0,0
745,25.683844089508057,0,0,0,0
746,24.8974187374115,0,0,0,0
747,24.654143571853638,0,0,0,0
748,24.420264720916748,0,0,0,0
749,25.78796672821045,0,0,0,0
750,24.84188199043274,0,0,0,0
751,25.20571732521057,0,0,0,0
752,25.14643669128418,0,0,0,0
753,25.61539888381958,0,0,0,0
754,24.828977346420288,0,0,0,0
755,25.26449966430664,0,0,0,0
756,25.523038148880005,0,0,0,0
757,25.43005609512329,0,0,0,0
758,25.163265228271484,0,0,0,0
759,25.15369999408722,0,0,0,0
760,25.276875257492065,0,0,0,0
761,25.254106521606445,0,0,0,0
762,25.66842031478882,0,0,0,0
763,25.33031415939331,0,0,0,0
764,25.544459342956543,0,0,0,0
765,25.580281734466553,0,0,0,0
766,25.84556007385254,0,0,0,0
767,24.790565729141235,0,0,0,0
768,24.90383243560791,0,0,0,0
769,25.9093918800354,0,0,0,0
770,25.44140386581421,0,0,0,0
771,24.67115879058838,0,0,0,0
772,25.352718591690063,0,0,0,0
773,25.07235676050186,0,0,0,0
774,24.67035150527954,0,0,0,0
